_id,ltable_id,rtable_id,ltable_Name,ltable_Sale Price,ltable_Category,ltable_Author,ltable_ISBN10,ltable_Pages,ltable_Publisher,ltable_Language,ltable_Dimensions,ltable_Weight,ltable_Rating,rtable_Name,rtable_Sale Price,rtable_Category,rtable_Author,rtable_ISBN10,rtable_Pages,rtable_Publisher,rtable_Language,rtable_Dimensions,rtable_Weight,rtable_Rating,gold_labels
1134,2015,583,Jack & Jill Alex Cross,8.0,"Books > Mystery, Thriller & Suspense > Mystery",James Patterson,446604801,480.0,Vision; Reissue edition ,English,4.2 x 1.2 x 6.8 inches,8.8 ounces,4.5,Cat & Mouse (Alex Cross),7.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural > Best seller ranking: > # > 9377 >  > in > Books > # > 127 >  > in > Books > General",James Patterson,6606187,480.0,Grand Central Pub Mass Market,English,7.00 x 4.00 x 1.00 Inches,,,0
1140,2015,952,Jack & Jill Alex Cross,8.0,"Books > Mystery, Thriller & Suspense > Mystery",James Patterson,446604801,480.0,Vision; Reissue edition ,English,4.2 x 1.2 x 6.8 inches,8.8 ounces,4.5,"Alex Cross, Run",8.52,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 2654 >  > in > Books > # > 203 >  > in > Books > Literature & Fiction > # > 35 >  > in > Books > Literature & Fiction > General",James Patterson,6571846,416.0,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,,0
1142,2015,1406,Jack & Jill Alex Cross,8.0,"Books > Mystery, Thriller & Suspense > Mystery",James Patterson,446604801,480.0,Vision; Reissue edition ,English,4.2 x 1.2 x 6.8 inches,8.8 ounces,4.5,"I, Alex Cross",9.94,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 5107 >  > in > Books > # > 419 >  > in > Books > Literature & Fiction > # > 57 >  > in > Books > Literature & Fiction > Mystery & Suspense",James Patterson,6561969,400.0,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.00 Inches (US),,,0
1153,2069,344,William Shakespeare's Star Wars Trilogy,28.91,Books > Science Fiction & Fantasy > Science Fiction,Ian Doescher,1594747911,520.0,Quirk Books; Media Tie In edition ,English,6 x 2.5 x 8.6 inches,2.4 pounds,4.8,William Shakespeare's Star Wars Trilogy,28.91,Books > Literature & Fiction > Fiction > Media Tie-Ins > Best seller ranking: > # > 10021 >  > in > Books > # > 938 >  > in > Books > Literature & Fiction > # > 60 >  > in > Books > Literature & Fiction > Science Fiction,"Doescher, Ian",474791X,520.0,Random House Inc,English,8.75 x 6.00 x 2.75 Inches,,,1
1156,2070,830,"Dead Beat The Dresden Files, Book 7",8.01,"Books > Mystery, Thriller & Suspense > Mystery",Jim Butcher,045146091X,528.0,Roc; English Language edition ,English,7.4 x 4.3 x 1.2 inches,8.8 ounces,4.7,Dead Beat,8.01,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,Jim Butcher,045146091X,528.0,RocPenguin Publishing Group,English,7.56 x 4.25 x 1.13 Inches (US),,,1
1163,2094,1012,Echo Park A Harry Bosch Novel,9.0,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,1455550728,448.0,Grand Central Publishing; Reissue edition ,English,4.2 x 1.2 x 7.5 inches,8.8 ounces,4.6,Echo Park,9.94,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Michael Connelly,5550720,448.0,Grand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,,1
1165,2105,1186,Star Wars,7.7,Books > Literature & Fiction > Action & Adventure,Paul S. Kemp,345511395,352.0,Del Rey; Reprint edition ,English,4.2 x 1 x 6.9 inches,5.6 ounces,4.1,STAR WARS,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 4640 >  > in > Books > # > 362 >  > in > Books > Literature & Fiction > # > 23 >  > in > Books > Literature & Fiction > Science Fiction,"KEMP, PAUL S.",5511393,352.0,Random House,English,7.00 x 4.25 x 1.00 Inches,,5.0,1
1173,2131,1426,"Memories of Ice The Malazan Book of the Fallen, Book 3",8.98,Books > Literature & Fiction > Action & Adventure,Steven Erikson,765348802,925.0,Tor Fantasy ,English,4.1 x 1.5 x 6.8 inches,14.9 ounces,4.6,Memories of Ice,8.98,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Erikson, Steven",5348807,925.0,Tor Books,English,6.75 x 4.25 x 1.50 Inches,,,1
1174,2133,839,Ender's Game Boxed Set I,15.73,Books > Literature & Fiction > Genre Fiction,Orson Scott Card,765374811,,Tor Science Fiction; Media Tie-In ed. edition ,English,4.2 x 3.5 x 7 inches,14.1 ounces,4.6,Ender's Game Gift Edition,16.14,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Orson Scott Card,1250174465,256.0,Tom Doherty AssociatesTor Books,English,9.25 x 155.57 x 23.62 Inches (US),,,0
1178,2159,972,The Fall of Hyperion Mass Market Paperback ,7.19,Books > Science Fiction & Fantasy > Fantasy,Dan Simmons,553288202,528.0,Spectra ,English,4.2 x 1.1 x 6.8 inches,8.8 ounces,4.3,The Fall of Hyperion,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"Simmons, Dan",3288207,528.0,Random House,English,7.00 x 4.00 x 1.00 Inches,,,1
1191,2177,178,"No Game No Life, Vol. 3 - light novel Paperback ",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385190,208.0,Yen On ,English,5.5 x 0.6 x 8.4 inches,7.8 ounces,4.3,No Game No Life 2,12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385174,192.0,Yen PressYen On,English,,,,0
1192,2177,725,"No Game No Life, Vol. 3 - light novel Paperback ",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385190,208.0,Yen On ,English,5.5 x 0.6 x 8.4 inches,7.8 ounces,4.3,No Game No Life 3,12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385195,208.0,Yen PressYen On,English,,,,1
1193,2177,2205,"No Game No Life, Vol. 3 - light novel Paperback ",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385190,208.0,Yen On ,English,5.5 x 0.6 x 8.4 inches,7.8 ounces,4.3,No Game No Life,12.71,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,316385263,240.0,Yen PressYen On,,,,,0
1199,2181,516,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 2 - light novel Is It Wrong to Pick Up Girls in a Dungeon?",10.56,Books > Literature & Fiction > World Literature,Fujino Omori,316340146,256.0,Yen On ,English,5.5 x 0.8 x 8.2 inches,9.1 ounces,4.8,Is It Wrong to Try to Pick Up Girls in a Dungeon?,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Humorous,Fujino Omori,6318160,240.0,Yen PressYen On,English,,,,0
1203,2181,1428,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 2 - light novel Is It Wrong to Pick Up Girls in a Dungeon?",10.56,Books > Literature & Fiction > World Literature,Fujino Omori,316340146,256.0,Yen On ,English,5.5 x 0.8 x 8.2 inches,9.1 ounces,4.8,Is It Wrong to Try to Pick Up Girls in a Dungeon?,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,316442453,304.0,Yen PressYen On,English,,,,0
1208,2190,1977,Wedding Cake Murder A Hannah Swensen Mystery,7.19,"Books > Mystery, Thriller & Suspense > Mystery",Joanne Fluke,1617732184,304.0,Kensington; Reprint edition ,English,4.1 x 1 x 6.7 inches,5.6 ounces,4.0,Devil's Food Cake Murder,6.8,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Fluke, Joanne",8234926,341.0,Kensington Pub Corp,English,7.00 x 4.25 x 1.00 Inches,,5.0,0
1217,2215,836,The Daughter of Time Paperback ,12.9,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Josephine Tey,684803860,206.0,Scribner; Reprint edition ,English,5.2 x 0.5 x 8 inches,4.8 ounces,4.3,The Daughter of Time,9.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",Josephine Tey,4803869,208.0,Touchstone,English,203.20 x 5.25 x 12.70 Millimeters,,,1
1218,2220,2371,The City of Brass,15.39,Books > Literature & Fiction > Genre Fiction,S. A Chakraborty,62678108,544.0,Harper Voyager ,English,6 x 1.3 x 9 inches,1.5 pounds,4.7,The City of Brass,15.39,Books > Literature & Fiction > Fiction > Action & Adventure,"Chakraborty, S. A.",62678108,532.0,HarperCollins,English,9.25 x 6.25 x 1.50 Inches,,,1
1229,2249,559,Out of the Silent Planet Space Trilogy Paperback,,Books > Science Fiction & Fantasy > Fantasy,C.S. Lewis,743234901,160.0,Scribner ,English,5.2 x 0.3 x 8 inches,8 ounces,4.5,Out of the Silent Planet,10.48,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,C.S. Lewis,3234900,160.0,Scribner,English,203.20 x 5.25 x 7.62 Millimeters,,,1
1232,2269,1588,Nora Roberts Sign of Seven Trilogy Box Set Mass Market Paperback ,19.09,Books > Romance > Paranormal,Nora Roberts,515146013,1.0,Berkley; Box Slp edition ,English,4.2 x 2.8 x 6.8 inches,1.2 pounds,4.7,Three Sign of Seven Trilogy,18.46,Books > Literature & Fiction > Fiction > Romance > Suspense > Best seller ranking: > # > 5470 >  > in > Books > # > 81 >  > in > Books > Romance > # > 2 >  > in > Books > Romance > Fantasy,"Roberts, Nora",5146015,1.0,Berkley Pub Group,English,7.00 x 4.25 x 2.75 Inches,,5.0,1
1235,2289,505,"Three to Get Deadly Stephanie Plum, No. 3",8.97,Books > Literature & Fiction > Humor & Satire,Janet Evanovich,312966091,396.0,St. Martin's Press ,English,4.2 x 0.9 x 6.9 inches,5.6 ounces,4.6,Takedown Twenty (Stephanie Plum 20) (Paperback),13.09,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Evanovich, Janet",1472201590,,Headline Publishing Group,,,,,0
1236,2289,1973,"Three to Get Deadly Stephanie Plum, No. 3",8.97,Books > Literature & Fiction > Humor & Satire,Janet Evanovich,312966091,396.0,St. Martin's Press ,English,4.2 x 0.9 x 6.9 inches,5.6 ounces,4.6,"High Five (Stephanie Plum, No. 5)",6.3,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 15641 >  > in > Books > # > 163 >  > in > Books > Mystery & Suspense > # > 22 >  > in > Books > Mystery & Suspense > General",Janet Evanovich,2971347,352.0,St. Martin's PressSt. Martin's Paperbacks,English,172.72 x 108.46 x 25.15 Millimeters,,5.0,0
1244,2353,636,A Turn in the Road A Blossom Street Novel,7.62,Books > Christian Books & Bibles > Literature & Fiction,Debbie Macomber,778330419,384.0,MIRA; Reprint edition ,English,4.1 x 1 x 6.6 inches,1 pounds,4.7,A Turn in the Road,7.62,Books > Literature & Fiction > Fiction > Romance > Contemporary,Debbie Macomber,778330419,384.0,Mira,English,0.19 x 6.63 x 0.94 Inches,,,1
1249,2374,732,Marry Me By Sundown Hardcover ,18.63,Books > Literature & Fiction > United States,Johanna Lindsey,1501162233,384.0,Gallery Books ,English,,1.7 pounds,,Marry Me by Sundown,18.63,Books > Literature & Fiction > Fiction > Romance > Historical,Johanna Lindsey,1501162233,384.0,Gallery Books,English,,,,1
1258,2400,279,At First Sight Mass Market Paperback ,8.11,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,1455545384,368.0,Grand Central Publishing; Reissue edition ,English,4.2 x 1 x 6.8 inches,6.4 ounces,4.4,AT FIRST SIGHT,7.1,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 1429 >  > in > Books > # > 27 >  > in > Books > Romance > # > 15 >  > in > Books > Romance > Contemporary,Nicholas Sparks,5545380,368.0,Grand Central Publishing,English,6.75 x 4.25 x 1.00 Inches (US),,,1
1259,2405,755,Shattered Memories The Mirror Sisters Series,7.19,Books > Literature & Fiction > Genre Fiction,V.C. Andrews,1476792380,432.0,Pocket Books; Reissue edition ,English,4.1 x 1 x 6.8 inches,7 ounces,4.4,SHATTERED MEMORIES,6.8,Books > Literature & Fiction > Fiction > Sagas,V.C. Andrews,1476792380,432.0,Pocket Books,English,6.75 x 104.78 x 25.40 Inches (US),,,1
1260,2405,2107,Shattered Memories The Mirror Sisters Series,7.19,Books > Literature & Fiction > Genre Fiction,V.C. Andrews,1476792380,432.0,Pocket Books; Reissue edition ,English,4.1 x 1 x 6.8 inches,7 ounces,4.4,The Mirror Sisters,7.08,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Psychological",V.C. Andrews,6792367,384.0,Pocket Books,English,6.75 x 104.78 x 25.40 Inches (US),,,0
1265,2430,853,Explosive Eighteen Stephanie Plum,8.7,Books > Literature & Fiction > United States,Janet Evanovich,345527739,352.0,Bantam; Reprint edition ,English,4.2 x 1 x 6.9 inches,4 ounces,4.4,Explosive Eighteen,8.7,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 3487 >  > in > Books > # > 20 >  > in > Books > Mystery & Suspense > # > 6 >  > in > Books > Mystery & Suspense > Women Sleuths",Janet Evanovich,5527733,352.0,Bantam Dell,English,7.00 x 4.25 x 1.25 Inches,,5.0,1
1268,2448,1016,"Guilty Pleasures Anita Blake, Vampire Hunter",7.19,Books > Literature & Fiction > Genre Fiction,Laurell K. Hamilton,051513449X,272.0,Berkley ,English,4.2 x 1 x 6.8 inches,6.4 ounces,4.3,Guilty Pleasures ,7.08,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,Laurell K. Hamilton,051513449X,272.0,BerkleyPenguin Publishing Group,English,6.81 x 4.19 x 1.00 Inches (US),,5.0,1
1269,2453,2497,The View from Rainshadow Bay A Lavender Tides Novel,10.87,Books > Christian Books & Bibles > Literature & Fiction,Colleen Coble,718085760,336.0,Thomas Nelson ,English,5.5 x 0.9 x 8.4 inches,10.9 ounces,4.5,The View from Rainshadow Bay,10.87,Books > Literature & Fiction > Fiction > Romance > Suspense,"Coble, Colleen",718085760,335.0,Harpercollins Christian Pub,English,9.00 x 5.00 x 1.00 Inches,,5.0,1
1273,2487,2072,The Next Always The Inn Boonsboro Trilogy,6.19,Books > Literature & Fiction > Women's Fiction,Nora Roberts,515151491,336.0,Berkley; Reprint edition ,English,4.2 x 0.9 x 6.8 inches,5.6 ounces,4.5,The Next Always,6.19,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 4598 >  > in > Books > # > 69 >  > in > Books > Romance > # > 10 >  > in > Books > Romance > General,Nora Roberts,5151491,336.0,BerkleyPenguin Publishing Group,English,,,,1
1281,2574,1160,Fifty Shades of Grey,9.17,Books > Literature & Fiction > Women's Fiction,E L James,345803485,514.0,Vintage Books; 1 edition ,English,5.1 x 1 x 8 inches,12 ounces,4.2,Fifty Shades of Grey,9.17,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 299 >  > in > Books > # > 6 >  > in > Books > Romance > # > 5 >  > in > Books > Romance > Adult,"JAMES, E L",5803482,528.0,Random House Inc,English,8.00 x 5.25 x 1.00 Inches,,4.757,1
1288,2587,2360,Bound Together A Sea Haven Novel,7.51,Books > Literature & Fiction > Women's Fiction,Christine Feehan,399583939,416.0,Berkley ,English,4.2 x 1 x 6.8 inches,14.1 ounces,4.7,Bound Together,7.51,Books > Literature & Fiction > Fiction > Romance > Paranormal,Christine Feehan,9583938,416.0,BerkleyPenguin Publishing Group,English,6.75 x 4.19 x 1.00 Inches (US),,,1
1290,2601,386,Montana Heat,7.99,Books > Literature & Fiction > United States,Jennifer Ryan,62645285,384.0,Avon ,English,4.2 x 1 x 6.6 inches,11.7 ounces,4.4,MONTANA HEAT,7.99,Books > Literature & Fiction > Fiction > Romance > Suspense,"RYAN, JENNIFER",,384.0,,,,,,1
1291,2603,1691,The Garden of Small Beginnings Paperback ,10.6,Books > Literature & Fiction > Genre Fiction,Abbi Waxman,399583580,368.0,Berkley ,English,5.3 x 0.9 x 8 inches,8 ounces,4.6,The Garden of Small Beginnings,,Books > Literature & Fiction > Fiction > Contemporary Women,Abbi Waxman,9583587,368.0,BerkleyPenguin Publishing Group,,,,,1
1302,2637,1872,One Day at a Time,5.99,Books > Literature & Fiction > Genre Fiction,Danielle Steel,440243335,416.0,Dell; Reprint edition ,English,4.2 x 1.1 x 6.9 inches,2.4 ounces,4.4,One Day at a Time,5.99,Books > Literature & Fiction > Fiction > Romance > General > Best seller ranking: > # > 25595 >  > in > Books > # > 831 >  > in > Books > Romance > # > 152 >  > in > Books > Romance > General,"Steel, Danielle",243336,416.0,Random House,English,6.75 x 4.25 x 1.50 Inches,,,1
1305,2643,2446,Beneath This Man A This Man Novel,13.65,Books > Literature & Fiction > Genre Fiction,Jodi Ellen Malpas,1455578347,544.0,Forever; This Man Trilogy edition ,English,5.2 x 1.4 x 8 inches,1 pounds,4.5,This Man,13.06,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 7386 >  > in > Books > # > 660 >  > in > Books > Literature & Fiction > # > 120 >  > in > Books > Literature & Fiction > General,Jodi Ellen Malpas,5578311,480.0,ForeverGrand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),,,0
1308,2665,594,Dead in the Family Sookie Stackhouse/True Blood,5.99,"Books > Mystery, Thriller & Suspense > Mystery",Charlaine Harris,1402217080,368.0,Ace; Reprint edition ,English,4.1 x 1 x 6.8 inches,6.4 ounces,3.9,Dead in the Family,5.99,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 6788 >  > in > Books > # > 600 >  > in > Books > Literature & Fiction > # > 48 >  > in > Books > Literature & Fiction > Fantasy,Charlaine Harris,1020159,368.0,AcePenguin Publishing Group,English,6.78 x 4.19 x 1.00 Inches (US),,4.875,1
1318,2708,2118,Thrill Me A Fool's Gold Romance,,Books > Literature & Fiction > United States,Susan Mallery,1410481271,428.0,Wheeler Publishing; Large Print edition ,English,5.8 x 1.2 x 8.8 inches,1.1 pounds,4.6,THRILL ME,5.58,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 10140 >  > in > Books > # > 212 >  > in > Books > Romance > # > 77 >  > in > Books > Romance > Contemporary,"MALLERY, SUSAN",3788981,368.0,Harlequin Books,English,7.00 x 4.25 x 1.00 Inches,,,0
1326,2746,210,When We Meet,6.52,Books > Romance > Contemporary,Nora Roberts,373282494,480.0,Silhouette; Combined edition ,English,4.1 x 1.2 x 6.6 inches,7.7 ounces,4.1,WHEN WE MET,6.52,Books > Literature & Fiction > Fiction > Romance > Contemporary,"ROBERTS, NORA",373282494,480.0,Harlequin Books,English,4.19 x 6.63 x 1.09 Inches,,,1
1336,2788,905,Takedown Twenty Stephanie Plum,7.19,Books > Literature & Fiction > United States,Janet Evanovich,345542894,352.0,Bantam; Reissue edition ,English,4.1 x 0.9 x 6.8 inches,6.4 ounces,4.3,Takedown Twenty,7.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 1707 >  > in > Books > # > 3 >  > in > Books > Mystery & Suspense > # > 1 >  > in > Books > Mystery & Suspense > Women Sleuths",Janet Evanovich,5542898,352.0,Bantam Dell,English,7.25 x 4.25 x 1.00 Inches,,5.0,1
1337,2788,1973,Takedown Twenty Stephanie Plum,7.19,Books > Literature & Fiction > United States,Janet Evanovich,345542894,352.0,Bantam; Reissue edition ,English,4.1 x 0.9 x 6.8 inches,6.4 ounces,4.3,"High Five (Stephanie Plum, No. 5)",6.3,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 15641 >  > in > Books > # > 163 >  > in > Books > Mystery & Suspense > # > 22 >  > in > Books > Mystery & Suspense > General",Janet Evanovich,2971347,352.0,St. Martin's PressSt. Martin's Paperbacks,English,172.72 x 108.46 x 25.15 Millimeters,,5.0,0
1338,2796,5,If Not for You,7.8,Books > Literature & Fiction > Genre Fiction,Debbie Macomber,553391984,448.0,Ballantine Books; Reprint edition ,English,4.3 x 1.2 x 6.9 inches,8 ounces,4.5,IF NOT FOR YOU,7.8,Books > Literature & Fiction > Fiction > Romance > Contemporary,"MACOMBER, DEBBIE",553391984,448.0,Random House,English,7.00 x 4.25 x 1.50 Inches,,,1
1339,2803,443,Hidden Heart,5.98,Books > Romance > Contemporary,Nora Roberts,037328246X,400.0,Silhouette ,English,4.1 x 1 x 6.6 inches,12.8 ounces,4.7,HIDDEN HEART,5.98,Books > Literature & Fiction > Fiction > Romance > Contemporary,"ROBERTS, NORA",037328246X,400.0,Harlequin Books,English,6.75 x 4.50 x 1.00 Inches,,,1
1343,2823,1628,My Everything,5.38,Books > Romance > Contemporary,Heidi McLaughlin,615788084,88.0,Heidi McLaughlin ,English,6 x 0.2 x 9 inches,6.4 ounces,4.3,My Everything,5.38,Books > Literature & Fiction > Fiction > Romance > Contemporary,"McLaughlin, Heidi",615788084,88.0,Heidi McLaughlin,English,6.00 x 0.18 x 9.00 Inches,,,1
1345,2829,2394,Dead Heat Alpha and Omega,7.49,Books > Science Fiction & Fantasy > Fantasy,Patricia Briggs,425256286,336.0,Ace; Reissue edition ,English,4.1 x 0.8 x 6.8 inches,5.6 ounces,4.7,DEAD HEAT,5.98,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,"BRIGGS, PATRICIA",5256287,336.0,,,,,,1
1347,2839,328,My Kind of Forever The Beaumont Series,12.59,Books > Romance > Contemporary,Heidi McLaughlin,990678849,352.0,Heidi McLaughlin ,English,5 x 0.8 x 8 inches,1 pounds,4.7,My Kind of Forever,12.59,Books > Literature & Fiction > Fiction > Romance > Contemporary,"McLaughlin, Heidi",990678849,352.0,Heidi McLaughlin,English,5.00 x 0.73 x 8.00 Inches,,,1
1353,2864,2238,Apprentice in Death Mass Market Paperback ,6.79,"Books > Mystery, Thriller & Suspense > Mystery",J. D. Robb,1101987995,352.0,Berkley; Reprint edition ,English,4.2 x 0.9 x 6.8 inches,5.6 ounces,4.8,Apprentice in Death,6.79,Books > Literature & Fiction > Fiction > Romance > Suspense,J. D. Robb,1987995,352.0,BerkleyPenguin Publishing Group,English,,,,1
1355,2879,789,Lord John and the Hand of Devils Lord John Grey,13.52,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,385342519,336.0,Delta; Reprint edition ,English,5.5 x 0.7 x 8.2 inches,11.2 ounces,4.5,Lord John and the Hand of Devils,15.23,Books > Literature & Fiction > Fiction > Historical,"Gabaldon, Diana",99278251,400.0,"Arrow Books Ltd, Cornerstone",English,1.00 x 4.30 x 7.00 Inches,,,0
1357,2884,2261,Blood Magick The Cousins O'Dwyer Trilogy,5.98,Books > Literature & Fiction > United States,Nora Roberts,515152919,336.0,Berkley; Reprint edition ,English,4.2 x 0.9 x 6.8 inches,1.8 ounces,4.6,Blood Magick,5.98,Books > Literature & Fiction > Fiction > Romance > Contemporary,Nora Roberts,5152914,336.0,BerkleyPenguin Publishing Group,English,,,,1
1362,2913,1236,Shadow Spell The Cousins O'Dwyer Trilogy,7.39,Books > Literature & Fiction > United States,Nora Roberts,515152900,336.0,Berkley; Reprint edition ,English,4.2 x 0.8 x 6.8 inches,5.6 ounces,4.6,Shadow Spell,7.39,Books > Literature & Fiction > Fiction > Romance > Contemporary,Nora Roberts,5152909,336.0,BerkleyPenguin Publishing Group,English,,,,1
1364,2924,835,"Bone Crossed Mercy Thompson, Book 4",6.8,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,044101836X,304.0,Ace; Reprint edition ,English,4.2 x 0.9 x 6.7 inches,5 ounces,4.7,Bone Crossed,6.8,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Patricia Briggs,044101836X,304.0,AcePenguin Publishing Group,English,,,5.0,1
1369,2940,2147,"Club Dead Sookie Stackhouse/True Blood, Book 3",6.13,Books > Literature & Fiction > Genre Fiction,Charlaine Harris,441010512,258.0,Ace Books ,English,4.1 x 0.9 x 6.8 inches,10.4 ounces,4.5,Club Dead,6.13,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 14819 >  > in > Books > # > 152 >  > in > Books > Mystery & Suspense > # > 18 >  > in > Books > Mystery & Suspense > General,Charlaine Harris,1010512,304.0,AcePenguin Publishing Group,English,,,5.0,0
1372,2966,528,His Secret Son The Westmoreland Legacy,3.21,Books > Literature & Fiction > United States,Brenda Jackson,373838840,224.0,Harlequin Desire ,English,4.1 x 0.6 x 6.6 inches,3.8 ounces,4.7,His Secret Son,3.21,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Jackson, Brenda",373838840,224.0,Harlequin Books,English,4.21 x 6.62 x 0.50 Inches,,,1
1373,2968,1742,Misadventures of a College Girl Misadventures Series,11.69,Books > Literature & Fiction > United States,Lauren Rowe,1947222996,280.0,Waterhouse Press ,English,5.2 x 0.8 x 8 inches,9.4 ounces,4.9,Misadventures of a College Girl,11.69,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Rowe, Lauren",1947222996,252.0,Ingram Pub Services,English,8.00 x 5.25 x 0.75 Inches,,,0
1376,2975,878,HALO,10.62,Books > Science Fiction & Fantasy > Science Fiction,Matt Forbeck,150113261X,416.0,Gallery Books ,English,5.3 x 1.1 x 8.2 inches,11.4 ounces,4.1,Halo,7.48,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Goff, Jonathan Raab, Eric Evenson, B. K.",5354758,368.0,Tom Doherty AssociatesTor Books,English,172.47 x 106.43 x 25.27 Millimeters,,,0
1383,2975,2351,HALO,10.62,Books > Science Fiction & Fantasy > Science Fiction,Matt Forbeck,150113261X,416.0,Gallery Books ,English,5.3 x 1.1 x 8.2 inches,11.4 ounces,4.1,HALO,13.25,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Troy Denning,1501138367,368.0,Gallery Books,,8.25 x 5.31 x 1.10 Inches (US),,,0
1386,2994,2417,Iced,7.99,Books > Science Fiction & Fantasy > Fantasy,Karen Marie Moning,440246415,512.0,Dell; Reissue edition ,English,4.2 x 1.1 x 6.9 inches,5 ounces,4.5,Iced,7.99,Books > Literature & Fiction > Fiction > Romance > Fantasy,"Moning, Karen Marie",246410,493.0,Random House,English,7.00 x 4.25 x 1.25 Inches,,,1
1398,3059,11,Neverwhere,10.87,Books > Science Fiction & Fantasy > Fantasy,Neil Gaiman,62459082,464.0,William Morrow Paperbacks; Reprint edition ,English,5.3 x 0.7 x 8 inches,11.2 ounces,4.5,Neverwhere,12.63,Books > Literature & Fiction > Fiction > Literary,"Gaiman, Neil",62821334,435.0,HarperCollins,English,8.00 x 5.25 x 1.50 Inches,,,1
