Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"Brave New World Paperback – September 29, 2017",$9.89 ,Books > Literature & Fiction,Aldous Huxley,197755203X,176 pages,"CreateSpace Independent Publishing Platform (September 29, 2017)",English,6 x 0.4 x 9 inches,8.8 ounces,3.7 out of 5 stars
"Duel to the Death (Ali Reynolds) Hardcover – March 20, 2018",$17.70 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",J.A. Jance,1501150987,,"Touchstone (March 20, 2018)",English,6 x 1.2 x 9 inches,1.2 pounds,
"Mindhunter: Inside the FBI's Elite Serial Crime Unit Paperback – October 24, 2017",$11.59 ,Books > Politics & Social Sciences > Politics & Government,John E. DouglasMark Olshaker,1501191969,448 pages,"Gallery Books; Media Tie-In edition (October 24, 2017)",English,6 x 1 x 9 inches,15.8 ounces,4.4 out of 5 stars
"The Sun Also Rises Paperback – October 17, 2006",$9.24 ,Books > Literature & Fiction > Classics,Ernest Hemingway,743297334,251 pages,"Scribner (October 17, 2006)",English,5.2 x 0.6 x 8 inches,1.4 pounds,3.8 out of 5 stars
"The Largesse of the Sea Maiden: Stories Hardcover – January 16, 2018",$15.79 ,Books > Literature & Fiction > Genre Fiction,Denis Johnson,812988639,,"Random House (January 16, 2018)",English,5.7 x 0.9 x 8.6 inches,13.6 ounces,4.3 out of 5 stars
"The Wise Man's Fear (Kingkiller Chronicle) Mass Market Paperback – April 2, 2013",$6.80 ,Books > Literature & Fiction > Action & Adventure,Patrick Rothfuss,756407915,1120 pages,"DAW; Reissue edition (April 2, 2013)",English,4.2 x 1.9 x 6.8 inches,1.1 pounds,4.6 out of 5 stars
"The Pharaoh Key (Gideon Crew) Hardcover – June 12, 2018",$18.30 ,Books > Literature & Fiction > Action & Adventure,Douglas Preston,1455525820,,"Grand Central Publishing (June 12, 2018)",English,1.1 x 1.1 inches,1.7 pounds,
"Brief Cases (Dresden Files) Hardcover – June 5, 2018",$25.20 ,Books > Literature & Fiction > Short Stories & Anthologies,Jim Butcher,451492102,,"Ace (June 5, 2018)",English,6 x 1.1 x 9 inches,1.5 pounds,
"El Alquimista: Una Fabula Para Seguir Tus Suenos (Spanish) Paperback – January 22, 2002",$9.07 ,Books > Literature & Fiction > Foreign Language Fiction,Paulo Coelho,62511408,192 pages,"HarperCollins Español (January 22, 2002)",Spanish,5.2 x 0.5 x 8 inches,7 ounces,4.7 out of 5 stars
"Red Alert: An NYPD Red Mystery Hardcover – March 26, 2018",$19.49 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,316395560,,"Little, Brown and Company; Large Print edition (March 26, 2018)",English,6.4 x 1.5 x 9.6 inches,1.2 pounds,
"The Dark Forest (Remembrance of Earth's Past) Paperback – August 16, 2016",$13.06 ,Books > Science Fiction & Fantasy > Science Fiction,Cixin Liu,765386690,512 pages,"Tor Books; Reprint edition (August 16, 2016)",English,6.2 x 1.4 x 9.3 inches,1.2 pounds,4.6 out of 5 stars
"Parable of the Sower (Earthseed) Paperback – January 1, 2000",$10.20 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Octavia E. Butler,446675504,352 pages,"Grand Central Publishing; Updated edition (January 1, 2000)",English,5.2 x 1 x 8 inches,8 ounces,4.5 out of 5 stars
"Batman Vol. 3: I Am Bane (Rebirth) Paperback – September 5, 2017",$11.55 ,Books > Comics & Graphic Novels > Graphic Novels,Tom King,1401271316,176 pages,"DC Comics (September 5, 2017)",English,6.7 x 0.3 x 10.2 inches,11.2 ounces,4.3 out of 5 stars
"The Perfect Generation Paperback – March 5, 2018",$10.99 ,Books > Science Fiction & Fantasy > Science Fiction,C.P. James,1980420742,376 pages,"Independently published (March 5, 2018)",English,5 x 1 x 8 inches,1.1 pounds,
"Batman: Gotham by Gaslight (Elseworlds) Paperback – March 12, 2013",$11.69 ,Books > Comics & Graphic Novels > Graphic Novels,Brian AugustynMike Mignola,1401211534,112 pages,"DC Comics (March 12, 2013)",English,6.6 x 0.2 x 10.2 inches,4.8 ounces,4.1 out of 5 stars
"Pathfinder Playtest Rulebook Hardcover – August 2, 2018",$33.78 ,Books > Science Fiction & Fantasy > Gaming,Jason Bulmahn,1640780858,,"Paizo Inc. (August 2, 2018)",English,8.5 x 1.5 x 11 inches,1.7 pounds,
"Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International) Paperback – March 2, 1993",$10.87 ,Books > Literature & Fiction > World Literature,Haruki Murakami,679743464,416 pages,"Vintage (March 2, 1993)",English,5.2 x 0.9 x 8 inches,10.6 ounces,4.4 out of 5 stars
"Batman: Year One Paperback – January 10, 2007",$9.99 ,Books > Comics & Graphic Novels > Graphic Novels,Frank MillerDavid Mazzucchelli,290204895,136 pages,"DC Comics; Deluxe ed. edition (January 10, 2007)",English,6.7 x 0.3 x 10.2 inches,9.6 ounces,4.6 out of 5 stars
"The Skaar Invasion (The Fall of Shannara) Hardcover – June 19, 2018",$18.30 ,Books > Literature & Fiction > Action & Adventure,Terry Brooks,553391518,,"Del Rey (June 19, 2018)",English,6.1 x 1 x 9.2 inches,1.4 pounds,
"METRO 2035. English language edition. (METRO by Dmitry Glukhovsky) (Volume 3) Paperback – December 1, 2016",$19.99 ,Books > Science Fiction & Fantasy > Science Fiction,Dmitry Glukhovsky,1539930726,502 pages,"CreateSpace Independent Publishing Platform; 1 edition (December 1, 2016)",English,6 x 1.3 x 9 inches,1.5 pounds,4.5 out of 5 stars
"The Gender Game 5: The Gender Fall (Volume 5) Paperback – March 31, 2017",$14.99 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,1542939208,402 pages,"CreateSpace Independent Publishing Platform (March 31, 2017)",English,6 x 1 x 9 inches,1.5 pounds,4.4 out of 5 stars
"North! Or Be Eaten (The Wingfeather Saga) Paperback – August 18, 2009",$12.98 ,Books > Teen & Young Adult > Literature & Fiction,Andrew Peterson,1400073871,352 pages,"WaterBrook; Original edition (August 18, 2009)",English,6 x 0.8 x 9 inches,13.6 ounces,4.9 out of 5 stars
"Ramses the Damned: The Passion of Cleopatra Paperback – November 21, 2017",$9.26 ,Books > Literature & Fiction > Genre Fiction,Christopher Rice,1101970324,416 pages,"Anchor; Complete Numbers Starting with 1, 1st Ed edition (November 21, 2017)",English,5.1 x 0.9 x 8 inches,10.4 ounces,4.1 out of 5 stars
"The Outlandish Companion (Revised and Updated): Companion to Outlander, Dragonfly in Amber, Voyager, and Drums of Autumn Hardcover – March 31, 2015",$27.19 ,Books > Literature & Fiction > History & Criticism,Diana Gabaldon,1101887273,,"Delacorte Press; Revised, Updated edition (March 31, 2015)",English,7.4 x 1.9 x 9.6 inches,2.1 pounds,4.7 out of 5 stars
"Ghost Fleet: A Novel of the Next World War Paperback – May 24, 2016",$12.87 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",P. W. SingerAugust Cole,054470505X,416 pages,"Eamon Dolan/Mariner Books; Reprint edition (May 24, 2016)",English,5.3 x 1.1 x 8 inches,11.4 ounces,3.8 out of 5 stars
"The Storyteller Paperback – November 5, 2013",$13.59 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jodi Picoult,1439102775,480 pages,"Atria/Emily Bestler Books; Reprint edition (November 5, 2013)",English,5.3 x 1.3 x 8.2 inches,13.6 ounces,4.6 out of 5 stars
"Beautiful Days: Stories Hardcover – February 6, 2018",$17.70 ,Books > Literature & Fiction > Short Stories & Anthologies,Joyce Carol Oates,62795783,,"Ecco (February 6, 2018)",English,6 x 1.1 x 9 inches,1.2 pounds,3.3 out of 5 stars
"Running Blind (Jack Reacher) Mass Market Paperback – August 28, 2007",$8.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515143502,560 pages,"Berkley; Reprint edition (August 28, 2007)",English,4.2 x 1.1 x 7.5 inches,9.1 ounces,4.3 out of 5 stars
"Night Road: A Novel Paperback – January 3, 2012",$13.69 ,Books > Literature & Fiction > Genre Fiction,Kristin Hannah,312364431,432 pages,"St. Martin's Griffin; Reprint edition (January 3, 2012)",English,5.3 x 1.2 x 8.3 inches,13.6 ounces,4.6 out of 5 stars
"The Thirst: A Harry Hole Novel (Harry Hole Series) Paperback – January 30, 2018",$14.40 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jo Nesbo,804170223,544 pages,"Vintage Crime/Black Lizard; Reprint edition (January 30, 2018)",English,5.2 x 0.9 x 8 inches,13.1 ounces,4.3 out of 5 stars
"The Day She Disappeared: A Novel Hardcover – March 6, 2018",$17.70 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Christobel Kent,374279551,,"Sarah Crichton Books (March 6, 2018)",English,6.3 x 1.4 x 9.2 inches,1.4 pounds,4.0 out of 5 stars
"The Cuckoo's Calling (Cormoran Strike) Paperback – April 29, 2014",$10.08 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robert Galbraith,316206857,480 pages,"Mulholland Books (April 29, 2014)",English,5.5 x 1.2 x 8.2 inches,14.4 ounces,4.1 out of 5 stars
"Ballistic (Gray Man) Paperback – October 4, 2011",$13.47 ,Books > Literature & Fiction > Action & Adventure,Mark Greaney,425244083,496 pages,"Berkley; Original edition (October 4, 2011)",English,5.3 x 1.1 x 8 inches,13.6 ounces,4.5 out of 5 stars
"Whiskey Words & a Shovel I Paperback – May 2, 2017",$14.39 ,Books > Literature & Fiction > Poetry,r.h. Sin,1449488064,304 pages,"Andrews McMeel Publishing; Revised edition (May 2, 2017)",English,5 x 0.8 x 7 inches,10.4 ounces,4.6 out of 5 stars
"Truly Madly Guilty Paperback – July 25, 2017",$13.59 ,Books > Literature & Fiction > Genre Fiction,Liane Moriarty,1250069807,544 pages,"Flatiron Books; Reprint edition (July 25, 2017)",English,5.5 x 1.4 x 8.2 inches,1 pounds,3.6 out of 5 stars
"A Lineage of Grace: Five Stories of Unlikely Women Who Changed Eternity Paperback – October 1, 2009",$11.42 ,Books > Christian Books & Bibles > Literature & Fiction,Francine Rivers,842356320,560 pages,"Tyndale House Publishers, Inc.; Original edition (October 1, 2009)",English,6 x 1.4 x 9 inches,1.2 pounds,4.8 out of 5 stars
"Us Against You: A Novel (Beartown) Hardcover – June 5, 2018",$17.70 ,Books > Literature & Fiction > Genre Fiction,Fredrik Backman,1501160796,,"Atria Books (June 5, 2018)",English,6 x 9 inches,1.7 pounds,
"The People vs. Alex Cross Hardcover – November 20, 2017",$17.34 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,316273902,,"Little, Brown and Company (November 20, 2017)",English,6.4 x 1.4 x 9.6 inches,1.9 pounds,4.7 out of 5 stars
"The Art and Making of The Greatest Showman Hardcover – December 12, 2017",$31.75 ,Books > Humor & Entertainment > Movies,Signe Bergstrom,1681883732,,"Weldon Owen; Not for Online ed. edition (December 12, 2017)",English,9 x 0.9 x 11 inches,2.2 pounds,4.9 out of 5 stars
"The Female Persuasion: A Novel Hardcover – April 3, 2018",$16.80 ,Books > Literature & Fiction > Genre Fiction,Meg Wolitzer,1594488401,,"Riverhead Books (April 3, 2018)",English,6.3 x 1.5 x 9.3 inches,1.5 pounds,
"The Queen of Hearts Hardcover – February 13, 2018",$17.10 ,Books > Literature & Fiction > Genre Fiction,Kimmery Martin,399585052,,"Berkley (February 13, 2018)",English,6.3 x 1.2 x 9.3 inches,1.2 pounds,4.6 out of 5 stars
"After Anna Hardcover – April 10, 2018",$20.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lisa Scottoline,125009965X,,"St. Martin's Press (April 10, 2018)",English,,1.7 pounds,
"in the absence of the sun Paperback – June 15, 2017",$6.99 ,Books > Literature & Fiction > Poetry,emily curtis,692901264,114 pages,"Emily Curtis (June 15, 2017)",English,5 x 0.3 x 8 inches,3.2 ounces,4.3 out of 5 stars
"Station Eleven Paperback – June 2, 2015",$10.31 ,Books > Science Fiction & Fantasy > Science Fiction,Emily St. John Mandel,804172447,352 pages,"Vintage; Reprint edition (June 2, 2015)",English,5.2 x 0.7 x 8 inches,9.6 ounces,4.1 out of 5 stars
"The Illustrated Man Mass Market Paperback – April 17, 2012",$7.99 ,Books > Literature & Fiction > Short Stories & Anthologies,Ray Bradbury,9.78145E+12,304 pages,"Simon & Schuster; Reprint edition (April 17, 2012)",English,4.1 x 1 x 6.8 inches,4 ounces,4.4 out of 5 stars
"The Divide Paperback – March 2, 2018",$14.99 ,Books > Science Fiction & Fantasy > Science Fiction,Jeremy Robinson,1941539351,370 pages,"Breakneck Media (March 2, 2018)",English,6 x 0.9 x 9 inches,1.4 pounds,4.9 out of 5 stars
"New York 2140 Paperback – March 6, 2018",$13.56 ,Books > Science Fiction & Fantasy > Science Fiction,Kim Stanley Robinson,316262315,656 pages,"Orbit; Reprint edition (March 6, 2018)",English,5.5 x 1.8 x 8.5 inches,1 pounds,3.8 out of 5 stars
"Bird Box: A Novel Paperback – February 10, 2015",$10.07 ,Books > Literature & Fiction > Genre Fiction,Josh Malerman,62259660,272 pages,"Ecco; Reprint edition (February 10, 2015)",English,5.3 x 0.6 x 8 inches,4 ounces,4.4 out of 5 stars
"The Valley of the Shadows (Black Tide Rising) Hardcover – November 6, 2018",$20.91 ,Books > Science Fiction & Fantasy > Science Fiction,Mike Massa,1481483552,,"Baen (November 6, 2018)",English,,1.7 pounds,
"Spinning Silver Hardcover – July 10, 2018",$25.20 ,Books > Literature & Fiction > Action & Adventure,Naomi Novik,399180982,,"Del Rey (July 10, 2018)",English,5.5 x 1.2 x 8.2 inches,1.3 pounds,
"The Green Mile: The Complete Serial Novel Mass Market Paperback – June 27, 2017",$8.99 ,Books > Literature & Fiction > Genre Fiction,Stephen King,1501160443,512 pages,"Pocket Books (June 27, 2017)",English,4.1 x 1.1 x 7.5 inches,9.8 ounces,4.8 out of 5 stars
"Binti: The Night Masquerade Paperback – January 16, 2018",$11.21 ,Books > Literature & Fiction > United States,Nnedi Okorafor,765393131,208 pages,"Tor.com (January 16, 2018)",English,5 x 0.5 x 8 inches,5.6 ounces,4.6 out of 5 stars
"The Martian Chronicles Mass Market Paperback – April 17, 2012",$7.99 ,Books > Literature & Fiction > Short Stories & Anthologies,Ray Bradbury,1451678193,256 pages,"Simon & Schuster; Reprint edition (April 17, 2012)",English,4.1 x 0.8 x 6.8 inches,4.5 ounces,4.4 out of 5 stars
"Echo Burning (Jack Reacher) Paperback – November 27, 2007",$8.15 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515143820,592 pages,"Berkley; Reissue edition (November 27, 2007)",English,4.2 x 1.2 x 7.6 inches,11.2 ounces,4.3 out of 5 stars
"The Ghostwriter Paperback – October 2, 2017",$13.49 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Alessandra Torre,1940941946,316 pages,"DCA (October 2, 2017)",English,6 x 0.8 x 9 inches,1.2 pounds,4.7 out of 5 stars
"In This Grave Hour: A Maisie Dobbs Novel Paperback – February 27, 2018",$10.99 ,Books > Literature & Fiction > Genre Fiction,Jacqueline Winspear,62436627,368 pages,"Harper Perennial; Reprint edition (February 27, 2018)",English,5.3 x 0.8 x 8 inches,9.4 ounces,4.7 out of 5 stars
"The Daughter: A gripping psychological thriller with a twist you won’t see coming Paperback – January 22, 2018",$9.89 ,Books > Literature & Fiction > Women's Fiction,Lucy Dawson,1786813300,284 pages,"Bookouture (January 22, 2018)",English,5.1 x 0.6 x 7.8 inches,7.8 ounces,4.3 out of 5 stars
"Red War (A Mitch Rapp Novel) Hardcover – October 2, 2018",$25.48 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1501190598,,"Atria/Emily Bestler Books (October 2, 2018)",English,,1.7 pounds,
"Tinker, Tailor, Soldier, Spy: A George Smiley Novel Paperback – June 7, 2011",$13.06 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John le Carré,143119788,400 pages,"Penguin Books; Reprint edition (June 7, 2011)",English,5.5 x 1.1 x 8.2 inches,12 ounces,4.1 out of 5 stars
"Gwendy's Button Box: A Novella Paperback – October 31, 2017",$11.59 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen KingRichard Chizmar,1501188291,176 pages,"Gallery Books; Reprint edition (October 31, 2017)",English,5.3 x 0.4 x 8.2 inches,5 ounces,4.3 out of 5 stars
"The Dark Tower IV: Wizard and Glass Mass Market Paperback – December 27, 2016",$8.99 ,Books > Literature & Fiction > Genre Fiction,Stephen King,1501161830,1040 pages,"Pocket Books; Reissue edition (December 27, 2016)",English,4.1 x 1.9 x 7.5 inches,1 pounds,4.3 out of 5 stars
"The Medical Examiner: A Women's Murder Club Story (BookShots) Paperback – August 1, 2017",$4.49 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James PattersonMaxine Paetro,316504823,144 pages,"BookShots (August 1, 2017)",English,5 x 0.4 x 7 inches,5 ounces,4.1 out of 5 stars
"The Language of Flowers: A Novel Paperback – April 3, 2012",$11.06 ,Books > Literature & Fiction > Genre Fiction,Vanessa Diffenbaugh,345525558,334 pages,"Ballantine Books; Reprint edition (April 3, 2012)",English,5.2 x 0.8 x 8 inches,9.6 ounces,4.5 out of 5 stars
"The Girl in the Moon Hardcover – March 20, 2018",$22.49 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Terry Goodkind,1510736417,,"Skyhorse Publishing (March 20, 2018)",English,6.5 x 1.5 x 9 inches,1.6 pounds,3.5 out of 5 stars
"The House of God Paperback – September 7, 2010",$12.84 ,Books > Humor & Entertainment > Humor,Samuel Shem,425238091,400 pages,"Berkley; Reissue edition (September 7, 2010)",English,5.5 x 1 x 8.2 inches,11.2 ounces,4.4 out of 5 stars
"Gilead: A Novel Paperback – January 10, 2006",$9.84 ,Books > Literature & Fiction > Genre Fiction,Marilynne Robinson,031242440X,247 pages,"Picador; Reprint edition (January 10, 2006)",English,5.4 x 0.8 x 8.3 inches,7.2 ounces,4.1 out of 5 stars
"The Great Divorce Paperback – Deckle Edge, April 21, 2015",$8.88 ,Books > Christian Books & Bibles > Literature & Fiction,C. S. Lewis,60652950,160 pages,"HarperOne; Revised ed. edition (April 21, 2015)",English,5.3 x 0.4 x 8 inches,8.6 ounces,4.6 out of 5 stars
"Ishmael:A Novel Paperback – May 1, 1995",$12.23 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Daniel Quinn,553375407,263 pages,"Bantam; Reissue edition (May 1, 1995)",English,5.2 x 0.8 x 8 inches,4.8 ounces,4.6 out of 5 stars
"The Gender Game (Volume 1) Paperback – September 24, 2016",$13.49 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,1535197722,416 pages,"CreateSpace Independent Publishing Platform (September 24, 2016)",English,6 x 1 x 9 inches,1.7 pounds,4.4 out of 5 stars
"Roald Dahl Collection - 15 Paperback Book Boxed Set Paperback – Box set, 2013",,Books > Literature & Fiction > Short Stories & Anthologies,Roald Dahl,141349980,,Puffin Books; 15 Book Boxed Set edition (2013),English,5.3 x 7 x 8.1 inches,5.4 pounds,4.7 out of 5 stars
"Thesaurus Of Scales And Melodic Patterns Paperback – August 4, 2012",$29.66 ,Books > Literature & Fiction > Literary,Nicolas Slonimsky,1258454165,256 pages,"Literary Licensing, LLC (August 4, 2012)",English,8.5 x 0.5 x 11 inches,1.2 pounds,4.5 out of 5 stars
"The Deceivers (A John Wells Novel) Hardcover – February 6, 2018",$18.28 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Alex Berenson,399176160,,"G.P. Putnam's Sons (February 6, 2018)",English,6.3 x 1.4 x 9.4 inches,1.4 pounds,4.3 out of 5 stars
