Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"GUILTY, THE",$8.52 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",David Baldacci,5586406,576,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,
The Copper Scroll,$13.37 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Political",Joel C. Rosenberg,4303477,384,"Tyndale House Publishers, Inc.",English,8.10 x 5.40 x 1.00 Inches (US),,
The Wife Between Us,$21.28 ,Books > Women's History Month Books > Women's History Month Fiction,Sarah PekkanenGreer Hendricks,1250130921,352,St. Martin's Press,English,9.25 x 155.57 x 33.27 Inches (US),,5
Shadow Reaper,$5.39 ,Books > Literature & Fiction > Fiction > Romance > Paranormal,Christine Feehan,9583959,400,BerkleyPenguin Publishing Group,English,6.75 x 4.20 x 1.07 Inches (US),,
DEEPLY ODD,$8.44 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 3254 >  > in > Books > # > 249 >  > in > Books > Literature & Fiction > # > 8 >  > in > Books > Literature & Fiction > Horror",KOONTZ DEAN,3593081,464,Random House,English,7.00 x 4.00 x 1.00 Inches,,
92 PACIFIC BOULEVARD,$13.20 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"MACOMBER, DEBBIE",778315959,368,"Harlequin Enterprises, Limited",English,,,
ONE SECOND AFTER,$9.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 1195 >  > in > Books > # > 74 >  > in > Books > Literature & Fiction > # > 11 >  > in > Books > Literature & Fiction > General",William R. Forstchen,5356865,528,Tom Doherty AssociatesForge Books,English,7.50 x 106.68 x 26.92 Inches (US),,5
PRIVATE BERLIN,$8.19 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 8628 >  > in > Books > # > 785 >  > in > Books > Literature & Fiction > # > 112 >  > in > Books > Literature & Fiction > Mystery & Suspense",Mark SullivanJames Patterson,5515948,448,Grand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,
Justice Ascending,$7.99 ,Books > Literature & Fiction > Fiction > Romance > Suspense,"Zanetti, Rebecca",137980,343,Kensington Pub Corp,English,6.50 x 4.00 x 1.00 Inches,,
Animal 3 : Revelations,$13.25 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",K'wan,6399936,240,Cash Money Content,English,8.25 x 5.31 x 15.24 Inches (US),,
Golden Moments (Paperback),$15.18 ,Books > Literature & Fiction > Fiction > General,"Steel, Danielle",751541397,,"Little, Brown Book Group",,,,
MERCILESS,$9.40 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","BURTON, MARY",786041110,432,Kensington Pub Corp,English,7.75 x 4.00 x 1.50 Inches,,
The Robots of Dawn,$7.70 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Asimov, Isaac",3299491,448,Random House,English,6.75 x 4.00 x 1.25 Inches,,
Bakemonogatari: Monster Tale,$11.94 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,"NisioisinVofanRansom, Ko",2993884,234,Random House Inc,,5.50 x 7.50 x 0.50 Inches,,
One Perfect Lie,$13.58 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Lisa Scottoline,1250099579,400,St. Martin's PressSt. Martin's Griffin,English,8.25 x 139.70 x 1.00 Inches (US),,
Plum Lucky,$5.24 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 9217 >  > in > Books > # > 839 >  > in > Books > Literature & Fiction > # > 159 >  > in > Books > Literature & Fiction > General","Evanovich, Janet",2377641,250,St Martins Pr,English,7.00 x 4.25 x 0.75 Inches,,
Girl Last Seen,$11.61 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Nina Laurin,145556902X,352,Grand Central Publishing,English,8.12 x 5.25 x 1.00 Inches (US),,
Silent Prey,$8.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime > Best seller ranking: > # > 19302 >  > in > Books > # > 223 >  > in > Books > Mystery & Suspense > # > 25 >  > in > Books > Mystery & Suspense > Suspense",John Sandford,522446X,416,Penguin Publishing GroupG.P. Putnam's Sons,English,,,
Fifty Shades of Grey (Movie Tie-In Edition): Book One of the Fifty Shades Trilogy,$14.89 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 3681 >  > in > Books > # > 284 >  > in > Books > Literature & Fiction > # > 17 >  > in > Books > Literature & Fiction > Movie & TV Tie-Ins,"JAMES, E L",4172070,528,Random House Inc,English,8.00 x 5.10 x 0.90 Inches,,5
Chopping Spree,$7.97 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Davidson, Diane Mott",3578351,351,Random House,English,6.75 x 4.00 x 1.00 Inches,,
The Umbrella Conspiracy,$8.99 ,Books > Literature & Fiction > Fiction > Horror,"Perry, S. D.",1161773,281,Random House,English,7.00 x 4.00 x 1.00 Inches,,
Nobody but You - Exclusive Walmart Edition,$4.87 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Shalvis, Jill",1455539325,352,Walmart.Com,,4.25 x 7.00 x 1.25 Inches,,
Hiss and Hers,$7.50 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy > Best seller ranking: > # > 44638 >  > in > Books > # > 594 >  > in > Books > Mystery & Suspense > # > 19 >  > in > Books > Mystery & Suspense > Traditional British",M. C. Beaton,21612,336,St. Martin's PressMinotaur Books,English,173.48 x 107.19 x 23.37 Millimeters,,5
I Don't Want to Kill You,$13.32 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Dan Wells,5328445,320,Tom Doherty AssociatesTor Books,English,8.23 x 140.21 x 23.37 Inches (US),,
A Sticky Situation,$6.99 ,Books > Literature & Fiction > Fiction > African American,"Swinson, Kiki",8238920,345,Kensington Pub Corp,English,6.75 x 4.25 x 1.25 Inches,,
Grave Sight,$7.90 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",Charlaine Harris,5212894,320,BerkleyPenguin Publishing Group,English,,,5
The Alienist,$14.29 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Historical",Caleb Carr,2976146,498,Random House Inc,English,5.25 x 8.25 x 1.00 Inches,,
Beverly Lewis Amish Romance Collection,$16.84 ,Books > Literature & Fiction > Fiction > Amish & Mennonite,"Lewis, Beverly",764231642,742,Baker Pub Group,English,9.50 x 6.00 x 2.25 Inches,,
I'M THINKING OF ENDING THINGS,$8.24 ,Books > Literature & Fiction > Fiction > Literary,Iain Reid,1126943,240,Gallery/Scout Press,,8.38 x 139.70 x 15.24 Inches (US),,
BABYLONS ASHES,$16.31 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Corey, James S. A.",,,"Little, Brown Book Group",,,,
"OVERLOOK, THE",$9.41 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",Michael Connelly,5550736,304,Grand Central Publishing,English,,,
"The Rising of the Shield Hero, Volume 4",$11.85 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Yusagi, Aneko",5548659,344,One Peace Books,English,5.20 x 1.30 x 7.30 Inches,,
The Tamuli: Domes of Fire/ The Shining Ones/ The Hidden City,$16.55 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 49872 >  > in > Books > # > 71 >  > in > Books > New Releases > # > 68 >  > in > Books > New Releases > New & Noteworthy,"Eddings, David",5500947,1031,Random House Inc,English,6.00 x 9.00 x 1.50 Inches,,
Star Wars: Darth Bane: Dynasty of Evil,$7.08 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure > Best seller ranking: > # > 8428 >  > in > Books > # > 760 >  > in > Books > Literature & Fiction > # > 48 >  > in > Books > Literature & Fiction > Science Fiction,"Karpyshyn, Drew",345511573,319,Random House,English,7.00 x 4.25 x 1.00 Inches,,5
Red Mars,$7.88 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Robinson, Kim Stanley",3560737,572,Random House,English,6.50 x 4.25 x 1.25 Inches,,
The Last Midwife,$4.49 ,Books > Literature & Fiction > Fiction > Historical,Sandra Dallas,74470,368,St. Martin's PressSt. Martin's Griffin,English,8.21 x 139.19 x 0.96 Inches (US),,
After You : A Novel,$11.06 ,Books > Literature & Fiction > Fiction > Contemporary Women > Best seller ranking: > # > 15495 >  > in > Books > # > 784 >  > in > Books > ARCHIVE > # > 196 >  > in > Books > ARCHIVE > Books Misc,Jojo Moyes,3108863,400,Penguin BooksPenguin Publishing Group,English,,,4
CRUSHED,$7.48 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Kate Watterson,076539295X,304,Tom Doherty AssociatesTor Books,English,7.50 x 104.78 x 0.75 Inches (US),,
The Brave Cowboy: An Old Tale in a New Time,$4.49 ,Books > Literature & Fiction > Fiction > Westerns,"Abbey, Edward",2429961,332,Harpercollins,,5.00 x 8.00 x 0.50 Inches,,
Death by the Dozen,$3.75 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Jenn McKinlay,5244051,304,BerkleyPenguin Publishing Group,English,,,
Die for Me,$20.18 ,Books > Literature & Fiction > Fiction > Romance > General,"Eden, Cynthia",1469289652,,Brilliance Audio Lib Edn,English,6.50 x 6.75 x 1.00 Inches,,
"LAST MILE, THE",$9.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",David Baldacci,5586448,560,VisionGrand Central Publishing,English,7.62 x 4.25 x 1.12 Inches (US),,
Servant of the Shard,$7.99 ,"Books > Children's Books > Science Fiction, Fantasy & Magic","Salvatore, R. A.",6939506,371,Wizards of the Coast,English,7.00 x 4.25 x 1.00 Inches,,
The Candy Shop,$6.99 ,Books > Literature & Fiction > Fiction > General,"Swinson, Kiki",8238915,307,Kensington Pub Corp,English,6.75 x 4.25 x 1.00 Inches,,5
WHAT ALICE FORGOT,$7.48 ,Books > Literature & Fiction > Fiction > Contemporary Women,Liane Moriarty,451490444,544,BerkleyPenguin Publishing Group,,7.50 x 4.25 x 1.09 Inches (US),,
The Fellowship Of The Ring,$10.63 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Tolkien, J. R. R.",8574943,506,Houghton Mifflin Harcourt,English,5.25 x 8.25 x 1.50 Inches,,
Tom Clancy True Faith and Allegiance,$6.89 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Mark Greaney,1101988835,736,BerkleyPenguin Publishing Group,English,7.56 x 4.25 x 1.51 Inches (US),,
The Left Hand of Darkness,$8.99 ,Books > Literature & Fiction > Fiction > Classics,Ursula K. Le Guin,1478122,352,AcePenguin Publishing Group,English,,,
The Concrete Blonde,$9.32 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",Michael Connelly,5550631,560,Grand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,
Snowfall,$5.29 ,Books > Literature & Fiction > Fiction > Amish & Mennonite,"Gray, Shelley Shepard",2204545,222,Harpercollins,English,5.00 x 7.00 x 0.50 Inches,,
Spell Bound : A Novel,$8.03 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,Kelley Armstrong,2297996,400,DuttonPenguin Publishing Group,English,7.50 x 4.25 x 1.00 Inches (US),,
Come and Get Us,$3.86 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",James Patterson,6505160,160,"BookShotsLittle, Brown and Company",English,,,
Do Androids Dream of Electric Sheep?,$12.69 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Philip K. Dick,5404473,256,Ballantine Books,English,8.25 x 5.25 x 0.75 Inches,,
Runaway Heiress,$4.02 ,Books > Literature & Fiction > Fiction > Romance > Suspense,"Morey, Jennifer",1335474544,280,Harlequin Books,English,6.75 x 4.00 x 0.75 Inches,,
Pandora's Temple,$15.65 ,Books > Literature & Fiction > Fiction > Action & Adventure,"Land, Jon",3224651,390,Ingram Pub Services,English,8.50 x 5.75 x 1.00 Inches,,
Kris Longknife: Defender,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Shepherd, Mike",5253417,374,Berkley Pub Group,English,6.75 x 4.25 x 1.00 Inches,,
CHAOS,$7.48 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","CORNWELL, PATRICIA",2436701,480,HarperCollins,English,7.50 x 4.00 x 1.00 Inches,,
The Gypsy Morph,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Brooks, Terry",5484150,473,Random House,English,6.75 x 4.00 x 1.00 Inches,,5
RED SPARROW: A NOVEL,$13.91 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage",Jason Matthews,6706131,464,Scribner,English,203.20 x 5.25 x 25.40 Millimeters,,
Of the Abyss,$6.29 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Atwater-Rhodes, Amelia",2562141,477,HarperCollins,English,6.75 x 4.25 x 1.50 Inches,,
"Doctor Who Creative Coloring Book: Cybermen, K-9, Rose, Rory, Amy, David Tennant, Matt Smith, the Master, Present, Gift, Kid, Child, Children, TV Seri",$6.49 ,Toys > Arts & Crafts for Kids > Drawing & Coloring,"Jackson, J.",1523733128,38,Createspace Independent Publishing Platform,English,8.50 x 0.08 x 11.02 Inches,,
Alice,$8.15 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,Christina Henry,5266798,304,AcePenguin Publishing Group,English,,,
10th Anniversary: (Women's Murder Club 10) (Paperback),$15.85 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Patterson, James",99525372,,Cornerstone,,,,
The Banks Sisters,$5.24 ,Books > Literature & Fiction > Fiction > African American,"TURNER, NIKKI",2869472,432,Kensington Pub Corp,English,7.00 x 4.00 x 1.00 Inches,,
Red Alert,$19.58 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",Marshall KarpJames Patterson,316395447,368,"Little, Brown and Company",English,9.50 x 6.50 x 1.25 Inches,,
Taking the Titanic,$3.79 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",James Patterson,6504099,160,"BookShotsLittle, Brown and Company",English,,,5
El temor de un hombre sabio: Cronicas del asesin de reyes: Segundo dia,$17.21 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Rothfuss, PatrickRovira, Gemma",4169618,1196,Random House Spanish,Spanish,7.75 x 10.50 x 1.00 Inches,,
Grave Dance : An Alex Craft Novel,$7.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Kalayna Price,1464099,400,AcePenguin Publishing Group,English,6.76 x 4.20 x 1.03 Inches (US),,
No Game No Life 2,$12.29 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385174,192,Yen PressYen On,English,,,
Torment of Others,$24.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General","McDermid, Val",1250093236,416,St. Martin's Press,English,5.00 x 0.93 x 8.00 Inches,,
The Black Book,$17.86 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",James Patterson,627388X,448,"Little, Brown and Company",English,9.50 x 6.25 x 1.50 Inches (US),,
A Certain Magical Index 13,$11.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Kazuma Kamachi,316442674,256,Yen PressYen On,English,,,
DIGITAL FORTRESS,$8.30 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Technological > Best seller ranking: > # > 17422 >  > in > Books > # > 28 >  > in > Books > New Releases > # > 26 >  > in > Books > New Releases > New & Noteworthy",Dan Brown,2944926,544,St. Martin's PressSt. Martin's Paperbacks,English,191.52 x 112.78 x 38.23 Millimeters,,4
For Love of Evil,$3.87 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Anthony, Piers",752858,336,HarperCollins,English,7.00 x 4.25 x 1.00 Inches,,
The Tenth Circle,$15.98 ,Books > Literature & Fiction > Fiction > Action & Adventure,"Land, Jon",1480414794,420,Ingram Pub Services,English,5.25 x 8.00 x 1.25 Inches,,
It : A Novel,$19.60 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Stephen King,1501182099,1168,Scribner,,9.25 x 155.57 x 2.20 Inches (US),,
Lord of the Rings,$41.69 ,Books > Literature & Fiction > Fiction > Classics > Best seller ranking: > # > 690 >  > in > Books > # > 48 >  > in > Books > Literature & Fiction > # > 9 >  > in > Books > Literature & Fiction > Fantasy,"Tolkien, J. R. R.",5489321,0,Houghton Mifflin Harcourt,English,9.75 x 6.25 x 5.25 Inches,,5
Sea of Swords,$7.06 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Salvatore, R. A.",6951214,407,Wizards of the Coast,English,7.00 x 4.00 x 1.25 Inches,,
Mirror Sight,$15.88 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Britain, Kristen",6408793,775,Penguin Group USA,English,9.75 x 6.50 x 2.50 Inches,,
Hunted,$3.96 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Psychological",James Patterson,6430881,160,"BookShotsLittle, Brown and Company",English,,,
Men of the Otherworld,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Collections & Anthologies,"Armstrong, Kelley",359164X,366,Random House,English,6.75 x 4.00 x 1.00 Inches,,
